             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            619453 productio bl_0c547 uscms442  R 1-21:31:41      1 vmp1018
            619454 productio bl_08da3 uscms442  R 1-21:31:41      1 vmp1018
            619455 productio bl_68e0b uscms442  R 1-21:31:41      1 vmp1018
         636741_55 productio 2JAF_mul    lib14  R    3:15:22      1 vmp544
         636741_56 productio 2JAF_mul    lib14  R    3:15:22      1 vmp689
         636741_57 productio 2JAF_mul    lib14  R    3:15:22      1 vmp720
         636741_58 productio 2JAF_mul    lib14  R    3:15:22      1 vmp729
         636741_59 productio 2JAF_mul    lib14  R    3:15:22      1 vmp1026
         636741_60 productio 2JAF_mul    lib14  R    3:15:22      1 vmp1061
         636741_52 productio 2JAF_mul    lib14  R    3:16:34      1 vmp588
         636741_53 productio 2JAF_mul    lib14  R    3:16:34      1 vmp1016
         636741_54 productio 2JAF_mul    lib14  R    3:16:34      1 vmp1032
         636741_46 productio 2JAF_mul    lib14  R    3:17:34      1 vmp577
         636741_47 productio 2JAF_mul    lib14  R    3:17:34      1 vmp722
         636741_48 productio 2JAF_mul    lib14  R    3:17:34      1 vmp1019
         636741_49 productio 2JAF_mul    lib14  R    3:17:34      1 vmp1064
         636741_50 productio 2JAF_mul    lib14  R    3:17:34      1 vmp629
         636741_51 productio 2JAF_mul    lib14  R    3:17:34      1 vmp229
            639833 productio pro1_204     xuq7  R    1:16:31      1 vmp555
            619447 productio bl_59bc3 uscms442  R 1-21:32:26      1 vmp1020
         636741_45 productio 2JAF_mul    lib14  R    3:19:25      1 vmp425
         636741_38 productio 2JAF_mul    lib14  R    3:19:26      1 vmp1066
         636741_39 productio 2JAF_mul    lib14  R    3:19:26      1 vmp423
         636741_40 productio 2JAF_mul    lib14  R    3:19:26      1 vmp426
         636741_41 productio 2JAF_mul    lib14  R    3:19:26      1 vmp426
         636741_42 productio 2JAF_mul    lib14  R    3:19:26      1 vmp425
         636741_43 productio 2JAF_mul    lib14  R    3:19:26      1 vmp425
         636741_44 productio 2JAF_mul    lib14  R    3:19:26      1 vmp425
         636741_33 productio 2JAF_mul    lib14  R    3:21:27      1 vmp1117
         636741_34 productio 2JAF_mul    lib14  R    3:21:27      1 vmp1117
         636741_35 productio 2JAF_mul    lib14  R    3:21:27      1 vmp1117
         636741_36 productio 2JAF_mul    lib14  R    3:21:27      1 vmp1117
         636741_37 productio 2JAF_mul    lib14  R    3:21:27      1 vmp223
         636741_31 productio 2JAF_mul    lib14  R    3:21:34      1 vmp679
         636741_32 productio 2JAF_mul    lib14  R    3:21:34      1 vmp1008
         636741_28 productio 2JAF_mul    lib14  R    3:23:28      1 vmp527
         636741_29 productio 2JAF_mul    lib14  R    3:23:28      1 vmp539
         636741_30 productio 2JAF_mul    lib14  R    3:23:28      1 vmp584
         636741_22 productio 2JAF_mul    lib14  R    3:25:29      1 vmp527
         636741_23 productio 2JAF_mul    lib14  R    3:25:29      1 vmp616
         636741_24 productio 2JAF_mul    lib14  R    3:25:29      1 vmp680
         636741_25 productio 2JAF_mul    lib14  R    3:25:29      1 vmp1069
         636741_26 productio 2JAF_mul    lib14  R    3:25:29      1 vmp201
         636741_27 productio 2JAF_mul    lib14  R    3:25:29      1 vmp201
         636741_21 productio 2JAF_mul    lib14  R    3:27:34      1 vmp1064
            635502 productio n_lj_1.9   combss  R    3:50:41      1 vmp513
            629339 productio bl_2f273 uscms442  R   19:42:55      1 vmp638
         636741_20 productio 2JAF_mul    lib14  R    3:29:34      1 vmp130
         636741_15 productio 2JAF_mul    lib14  R    3:31:35      1 vmp524
         636741_16 productio 2JAF_mul    lib14  R    3:31:35      1 vmp587
         636741_17 productio 2JAF_mul    lib14  R    3:31:35      1 vmp1032
         636741_18 productio 2JAF_mul    lib14  R    3:31:35      1 vmp1077
         636741_19 productio 2JAF_mul    lib14  R    3:31:35      1 vmp598
         636741_13 productio 2JAF_mul    lib14  R    3:33:33      1 vmp102
         636741_14 productio 2JAF_mul    lib14  R    3:33:33      1 vmp102
            605429 productio r.agaOp2 covingcl  R 3-04:32:20      1 vmp1084
         636741_11 productio 2JAF_mul    lib14  R    3:35:33      1 vmp1117
         636741_12 productio 2JAF_mul    lib14  R    3:35:33      1 vmp1117
          636741_9 productio 2JAF_mul    lib14  R    3:38:35      1 vmp1068
         636741_10 productio 2JAF_mul    lib14  R    3:38:35      1 vmp1098
            635498 productio n_lj_1.9   combss  R    3:58:14      1 vmp1076
            635499 productio n_lj_1.9   combss  R    3:58:14      1 vmp1045
          583615_2 productio taxitag. molnarai  R 4-14:17:32      1 vmp736
          636741_5 productio 2JAF_mul    lib14  R    3:41:37      1 vmp394
          636741_6 productio 2JAF_mul    lib14  R    3:41:37      1 vmp395
          636741_7 productio 2JAF_mul    lib14  R    3:41:37      1 vmp449
          636741_8 productio 2JAF_mul    lib14  R    3:41:37      1 vmp449
          636741_3 productio 2JAF_mul    lib14  R    3:43:39      1 vmp646
          636741_4 productio 2JAF_mul    lib14  R    3:43:39      1 vmp134
            635497 productio n_lj_1.9   combss  R    4:02:15      1 vmp1061
            639832 productio pro1_203     xuq7  R    1:43:32      1 vmp618
          636741_1 productio 2JAF_mul    lib14  R    3:45:40      1 vmp637
          636741_2 productio 2JAF_mul    lib14  R    3:45:40      1 vmp112
          636741_0 productio 2JAF_mul    lib14  R    3:50:40      1 vmp513
            629073 productio bl_0255a uscms442  R   20:43:30      1 vmp553
            639831 productio pro1_202     xuq7  R    2:25:34      1 vmp584
            639830 productio pro1_201     xuq7  R    2:27:33      1 vmp532
            639829 productio pro1_200     xuq7  R    2:33:33      1 vmp552
            641964 productio bl_c1efe uscms442  R       0:36      1 vmp513
            641962 productio bl_7672e uscms442  R       1:31      1 vmp662
            641963 productio bl_b7403 uscms442  R       1:31      1 vmp689
            641961 productio bl_1ff1a uscms442  R       3:31      1 vmp632
            641959 productio bl_99363 uscms442  R       5:31      1 vmp610
            641960 productio bl_63722 uscms442  R       5:31      1 vmp614
            641958 productio bl_3c424 uscms442  R       8:38      1 vmp587
            622236 productio bl_10ddf uscms442  R 1-15:34:03      1 vmp718
            622235 productio bl_38647 uscms442  R 1-15:35:03      1 vmp717
            641956 productio bl_7d8e6 uscms442  R      18:31      1 vmp534
            641957 productio bl_702ca uscms442  R      15:31      1 vmp534
            641955 productio bl_35cd4 uscms442  R      19:31      1 vmp582
            627343 productio bl_9e692 uscms442  R   22:04:55      1 vmp1127
            641954 productio bl_e81df uscms442  R      26:44      1 vmp610
            641953 productio bl_97802 uscms442  R      27:31      1 vmp555
            581424 productio h258.tco    dunng  R 4-22:07:26     20 vmp[400-419]
            639828 productio pro1_199     xuq7  R    3:02:33      1 vmp633
            641951 productio bl_56621 uscms442  R      30:45      1 vmp736
            641952 productio bl_eacee uscms442  R      30:45      1 vmp1036
            641950 productio bl_ac157 uscms442  R      32:31      1 vmp640
            641949 productio bl_f4e24 uscms442  R      33:30      1 vmp580
            639827 productio pro1_198     xuq7  R    3:05:18      1 vmp558
            641947 productio bl_39e2e uscms442  R      34:46      1 vmp502
            641948 productio bl_bc5c2 uscms442  R      34:46      1 vmp565
            641946 productio bl_dce9e uscms442  R      36:31      1 vmp578
            641942 productio bl_6091e uscms442  R      36:47      1 vmp505
            641943 productio bl_5ee92 uscms442  R      36:47      1 vmp661
            641944 productio bl_2b016 uscms442  R      36:47      1 vmp722
            641945 productio bl_276db uscms442  R      36:47      1 vmp736
            641939 productio bl_db6b5 uscms442  R      38:31      1 vmp533
            641940 productio bl_280cf uscms442  R      38:31      1 vmp556
            641941 productio bl_76f62 uscms442  R      38:31      1 vmp565
            641925 productio bl_845c6 uscms442  R      42:31      1 vmp510
            641922 productio bl_1a8a2 uscms442  R      42:48      1 vmp546
            641923 productio bl_e6449 uscms442  R      42:48      1 vmp559
            641924 productio bl_e7bca uscms442  R      42:48      1 vmp566
            641916 productio bl_ff978 uscms442  R      43:31      1 vmp583
            641917 productio bl_9c823 uscms442  R      43:31      1 vmp587
            641918 productio bl_44158 uscms442  R      43:31      1 vmp614
            641919 productio bl_20572 uscms442  R      43:31      1 vmp662
            641920 productio bl_e273b uscms442  R      43:31      1 vmp690
            641921 productio bl_eb3e1 uscms442  R      43:31      1 vmp653
            641929 productio bl_9b1b7 uscms442  R      39:31      1 vmp552
            641930 productio bl_93396 uscms442  R      39:31      1 vmp644
            641931 productio bl_9c6f5 uscms442  R      39:31      1 vmp646
            641932 productio bl_44a4c uscms442  R      39:31      1 vmp723
            641933 productio bl_ecd17 uscms442  R      39:31      1 vmp730
            641934 productio bl_a8337 uscms442  R      39:31      1 vmp585
            641935 productio bl_7af16 uscms442  R      39:31      1 vmp665
            641936 productio bl_ac0e9 uscms442  R      39:31      1 vmp666
            641938 productio bl_ef0cc uscms442  R      39:31      1 vmp1023
            641928 productio bl_d9c2d uscms442  R      40:47      1 vmp583
            628997 productio bl_a5f22 uscms442  R   21:38:55      1 vmp734
            628998 productio bl_73fb3 uscms442  R   21:38:55      1 vmp734
            628989 productio bl_0eb9d uscms442  R   21:40:56      1 vmp688
            628994 productio bl_407ff uscms442  R   21:40:56      1 vmp732
            629000 productio bl_61c4a uscms442  R   21:38:55      1 vmp734
            619194 productio bl_cac79 uscms442  R 1-23:42:26      1 vmp732
            641900 productio bl_31d54 uscms442  R      46:49      1 vmp503
            641901 productio bl_b28bd uscms442  R      46:49      1 vmp544
            641902 productio bl_87b36 uscms442  R      46:49      1 vmp634
            641898 productio bl_759b3 uscms442  R      47:31      1 vmp556
            641899 productio bl_15c87 uscms442  R      47:31      1 vmp632
            628974 productio bl_0940f uscms442  R   21:44:55      1 vmp1020
            628973 productio bl_4a24a uscms442  R   21:45:55      1 vmp1020
            641908 productio bl_81a0c uscms442  R      45:31      1 vmp588
            641909 productio bl_45934 uscms442  R      45:31      1 vmp634
            641910 productio bl_cf2e2 uscms442  R      45:31      1 vmp689
            641911 productio bl_d1303 uscms442  R      45:31      1 vmp532
            641912 productio bl_0d48e uscms442  R      45:31      1 vmp532
            641903 productio bl_0833e uscms442  R      46:49      1 vmp661
            641904 productio bl_7cdcd uscms442  R      46:49      1 vmp673
            641905 productio bl_dd509 uscms442  R      46:49      1 vmp690
            641906 productio bl_69718 uscms442  R      46:49      1 vmp723
            641907 productio bl_44ad9 uscms442  R      46:49      1 vmp1061
            640257 productio bl_dcab6 uscms442  R    2:57:34      1 vmp660
            639792 productio pro1_163     xuq7  R    3:15:22      1 vmp386
            639793 productio pro1_164     xuq7  R    3:15:22      1 vmp386
            639794 productio pro1_165     xuq7  R    3:15:22      1 vmp386
            639795 productio pro1_166     xuq7  R    3:15:22      1 vmp386
            639796 productio pro1_167     xuq7  R    3:15:22      1 vmp475
            639797 productio pro1_168     xuq7  R    3:15:22      1 vmp475
            639798 productio pro1_169     xuq7  R    3:15:22      1 vmp475
            639799 productio pro1_170     xuq7  R    3:15:22      1 vmp475
            639800 productio pro1_171     xuq7  R    3:15:22      1 vmp474
